Numero;Nimi;Valmistaja;Pullokoko;Hinta;Litrahinta;Tyyppi;Valmistusmaa;Vuosikerta;Alkoholi-%;Energia kcal/100 ml
151237;Glenfiddich 21 Year Old Single Malt;William Grant & Sons;0,7 l;189.99;271.41;viskit;Skotlanti;;40.0;220.0
958674;Glenfiddich 26 YO Excellence;William Grant & Sons;0,7 l;500.0;714.29;viskit;Skotlanti;;43.0;240.0
928775;Glenfiddich Experimental Series XX Single Malt;William Grant & Sons;0,7 l;75.0;107.14;viskit;Skotlanti;;47.0;270.0
191867;Glenfiddich Fire & Cane Single Malt;William Grant & Sons;0,7 l;55.0;78.57;viskit;Skotlanti;;43.0;240.0
949937;Glenfiddich IPA Single Malt;William Grant & Sons;0,7 l;69.98;99.97;viskit;Skotlanti;;43.0;240.0
925493;Glenglassaugh Evolution Single Malt;Glenglassaugh Distillery;0,7 l;62.98;89.97;viskit;Skotlanti;;50.0;280.0
906994;Glenglassaugh Revival Single Malt;Glenglassaugh Distillery;0,7 l;60.98;87.11;viskit;Skotlanti;;46.0;250.0
928004;Glenglassaugh Torfa Single Malt;Glenglassaugh Distillery;0,7 l;65.99;94.27;viskit;Skotlanti;;50.0;280.0
917051;Glengoyne 10 Year Old Single Malt;Lang Brothers;0,7 l;59.82;85.46;viskit;Skotlanti;;40.0;220.0
901057;Glengoyne 12 Year Old Single Malt;Ian Macleod Distillers;0,7 l;73.8;105.43;viskit;Skotlanti;;43.0;240.0
930437;Glengoyne 21 Year Old Single Malt;Lang Brothers LTD;0,7 l;149.66;213.8;viskit;Skotlanti;;43.0;240.0
113457;Glengoyne Cask Strenght Batch No.008 Single Malt;Lang Brothers;0,7 l;85.19;121.7;viskit;Skotlanti;;59.2;330.0
196897;Glenkinchie 12 Year Old Single Malt;Glenkinchie Distillery;0,7 l;52.48;74.83;viskit;Skotlanti;;43.0;240.0
162027;Glenkinchie Distillers Edition 2018 Single Malt;Glenkinchie Distillery;0,7 l;78.99;112.84;viskit;Skotlanti;;43.0;240.0
934144;Glenmorangie Allta Private Edition nro. 10 Single Malt;Glenmorangie Distillery;0,7 l;93.9;134.14;viskit;Skotlanti;;51.2;290.0
178757;Glenmorangie Extremely Rare 18 Year Old Single Malt;The Glenmorangie Distillery;0,7 l;102.99;147.13;viskit;Skotlanti;;43.0;240.0
109707;Glenmorangie Grand Vintage 1996 Single Malt 1996;The Glenmorangie Distillery;0,7 l;716.9;1024.14;viskit;Skotlanti;1996.0;43.0;240.0
941147;Glenmorangie Lasanta 12 Year Old Single Malt;The Glenmorangie Distillery;0,7 l;69.98;99.97;viskit;Skotlanti;;43.0;240.0
917067;Glenmorangie Nectar D'or Single Malt;The Glenmorangie Distillery;0,7 l;88.98;127.11;viskit;Skotlanti;;46.0;250.0
924995;Glenmorangie Quinta Ruban 14 Year Old Single Malt;The Glenmorangie Distillery;0,7 l;76.9;109.86;viskit;Skotlanti;;46.0;250.0
931202;Glenmorangie Signet Single Malt;Glenmorangie Distillery;0,7 l;210.99;301.41;viskit;Skotlanti;;46.0;250.0
135077;Glenmorangie The Original 10 Year Old Single Malt;The Glenmorangie Distillery;0,7 l;51.9;74.0;viskit;Skotlanti;;40.0;220.0
165597;Glenmorangie X Single Malt;The Glenmorangie Distillery;0,7 l;39.9;57.0;viskit;Skotlanti;;40.0;220.0
927542;Glentauchers 15 Year Old Single Malt;Glentauchers Distillery;0,7 l;44.99;64.13;viskit;Skotlanti;;40.0;220.0
914115;Glenwood muovipullo;Accelerate Brands;0,7 l;19.98;28.54;viskit;Skotlanti;;40.0;220.0
125798;Glenwood muovipullo;Accelerate Brands;1 l;30.9;30.5;viskit;Skotlanti;;40.0;220.0
909914;Glenwood muovipullo;Accelerate Brands;0,35 l;10.99;31.4;viskit;Skotlanti;;40.0;220.0
141538;Grant's Family Reserve;William Grant & Sons;4,5 l;194.99;43.33;viskit;Skotlanti;;40.0;220.0
1287;Grant's Triple Wood;William Grant & Sons;0,7 l;28.49;40.56;viskit;Skotlanti;;40.0;220.0
183357;Grant’s Rum Cask Finish;William Grant & Sons;0,7 l;29.9;42.57;viskit;Skotlanti;;40.0;220.0
1405;Haddington House;Andrew D. Thomson;0,35 l;11.89;33.69;viskit;Skotlanti;;40.0;220.0
1406;Haddington House;Andrew D. Thomson;0,7 l;21.48;30.54;viskit;Skotlanti;;40.0;220.0
921601;Hankey Bannister;Hankey Bannister & Company;0,2 l;8.29;40.95;viskit;Skotlanti;;40.0;220.0
941028;Hankey Bannister;Hankey Bannister;4,5 l;198.69;44.15;viskit;Skotlanti;;40.0;220.0
1373;Hankey Bannister;Hankey Bannister;0,7 l;24.6;35.0;viskit;Skotlanti;;40.0;220.0
912806;Hankey Bannister muovipullo;Hankey Bannister & Company;0,5 l;18.39;36.78;viskit;Skotlanti;;40.0;220.0
911183;Hepburn's Choice Caol Ila 9 Year Old Wine Finish 2010;Hunter Laing;0,7 l;99.7;142.43;viskit;Skotlanti;2010.0;46.0;250.0
1334;Highland Bird;Robert McKie Neil Co;0,7 l;22.48;31.97;viskit;Skotlanti;;40.0;220.0
1335;Highland Bird;Robert McKie Neil Co;0,35 l;12.19;34.54;viskit;Skotlanti;;40.0;220.0
115621;Highland Park 12 Year Old Single Malt;Highland Park Distillery;0,05 l;6.23;124.6;viskit;Skotlanti;;40.0;220.0
115627;Highland Park 12 Year Old Single Malt;Highland Park Distillery;0,7 l;50.99;72.7;viskit;Skotlanti;;40.0;220.0
105017;Highland Park 18 Year Old Single Malt;Highland Park Distillery;0,7 l;115.98;165.54;viskit;Skotlanti;;43.0;240.0
939604;Highland Park 30 Year Old Single Malt;Highland Park Distillery;0,7 l;1299.98;1857.11;viskit;Skotlanti;;45.7;250.0
922268;Highland Park Cask Strength Single Malt;Highland Park Distillery;0,7 l;80.85;115.5;viskit;Skotlanti;;63.3;350.0
944017;Highland Park Fire Edition 15 Year Old Single Malt;Highland Park Distillery;0,7 l;259.99;371.41;viskit;Skotlanti;;45.2;250.0
902697;Highland Park Ice Edition 17 Year Old Single Malt;Highland Park Distillery;0,7 l;259.99;371.41;viskit;Skotlanti;;53.9;300.0
951031;Highland Park The Light 17 Year Old Single Malt;Highland Park Distillery;0,7 l;259.98;371.4;viskit;Skotlanti;;52.9;290.0
173307;Highland Park Valfather Single Malt;Highland Park Distillery;0,7 l;79.99;114.27;viskit;Skotlanti;;47.0;270.0
938181;Highland Park Valknut Single Malt;Highland Park Distillery;0,7 l;79.99;114.27;viskit;Skotlanti;;46.8;270.0
910657;Highland Park Valkyrie;Highland Park Distillery;0,7 l;79.99;114.27;viskit;Skotlanti;;45.9;250.0
901345;Highland Park Viking Heart 15 Years Old Single Malt keraaminen pullo;Highland Park Distillery;0,7 l;99.98;142.83;viskit;Skotlanti;;44.0;240.0
910414;Highland Park Viking Scars 10 Year Old Single Malt;Higland Park Distillery;0,35 l;26.49;75.69;viskit;Skotlanti;;40.0;220.0
136387;Highland Park Viking Scars 10 Year Old Single Malt;Higland Park Distillery;0,7 l;42.5;60.57;viskit;Skotlanti;;40.0;220.0
1367;Highland Queen;Highland Queen;0,7 l;21.59;30.7;viskit;Skotlanti;;40.0;220.0
127707;Highland Queen Sherry Finish;Highland Queen;0,7 l;23.58;33.54;viskit;Skotlanti;;40.0;220.0
933384;Highland Queen Single Malt;The Highland Queen Scotch Whisky Company;0,7 l;30.98;44.11;viskit;Skotlanti;;40.0;220.0
110907;Highland Reserve;Hamish Robertson and Company;0,7 l;21.48;30.54;viskit;Skotlanti;;40.0;220.0
937874;Inchmoan 12 Year Old Single Malt;Loch Lomond Group;0,7 l;59.99;85.7;viskit;Skotlanti;;46.0;250.0
175227;Inchmurrin 12 Year Old Single Malt;Loch Lomond;0,7 l;52.99;75.56;viskit;Skotlanti;;46.0;250.0
123867;Inchmurrin Madeira Wood Finish Single Malt;Loch Lomond;0,7 l;57.59;82.13;viskit;Skotlanti;;46.0;250.0
153017;Islay Mist 12 Years Old;MacDuff International;0,7 l;36.99;52.7;viskit;Skotlanti;;40.0;220.0
162697;Islay Mist Original;McDuff International;0,7 l;27.99;39.84;viskit;Skotlanti;;40.0;220.0
196023;J&B muovipullo;Justerini & Brooks;0,2 l;10.98;54.9;viskit;Skotlanti;;40.0;220.0
1447;Johnnie Walker Black Label 12 Year Old;John Walker & Sons;0,7 l;43.97;62.67;viskit;Skotlanti;;40.0;220.0
188927;Johnnie Walker Blenders' Batch Red Rye Finish;John Walker & Sons;0,7 l;29.72;42.31;viskit;Skotlanti;;40.0;220.0
1289;Johnnie Walker Blue Label;John Walker & Sons;0,7 l;219.99;314.13;viskit;Skotlanti;;40.0;220.0
124867;Johnnie Walker Blue Label Legendary 8;Johnnie Walkers & Sons;0,7 l;407.94;582.77;viskit;Skotlanti;;43.8;240.0
149817;Johnnie Walker Green Label 15 Year Old Blended Malt;John Walker & Sons;0,7 l;59.31;84.59;viskit;Skotlanti;;43.0;240.0
1437;Johnnie Walker Red Label;John Walker & Sons;0,7 l;29.48;41.97;viskit;Skotlanti;;40.0;220.0
1436;Johnnie Walker Red Label;John Walker & Sons;0,35 l;15.98;45.37;viskit;Skotlanti;;40.0;220.0
1435;Johnnie Walker Red Label muovipullo;John Walker & Sons;0,05 l;3.35;67.0;viskit;Skotlanti;;40.0;220.0
134257;Jura 12 Year Old Single Malt;The Isle of Jura Distillery;0,7 l;49.99;71.27;viskit;Skotlanti;;40.0;220.0
911031;Jura 18 Year Old Single Malt;The Isle of Jura Distillery;0,7 l;94.9;135.57;viskit;Skotlanti;;44.0;240.0
925688;Jura Seven Wood Single Malt;The Isle of Jura Distillery;0,7 l;75.98;108.54;viskit;Skotlanti;;42.0;230.0
169987;Jura Tastival 2016 Single Malt;Jura Distillery;0,7 l;148.0;211.43;viskit;Skotlanti;;51.0;280.0
939123;Kilchoman Finland Small Batch No. 2 Single Malt;Kilchoman Distillery;0,7 l;84.75;121.07;viskit;Skotlanti;;49.4;280.0
109237;Kilchoman Finland Small Batch No.3 Single Malt;Kilchoman Distillery;0,7 l;86.55;123.64;viskit;Skotlanti;;47.5;270.0
943612;Kilchoman Loch Gorm 2021 Single Malt;Kilchoman Distillery;0,7 l;89.98;128.54;viskit;Skotlanti;;46.0;250.0
928506;Kilchoman Machir Bay Cask Strength Single Malt;Kilchoman;0,7 l;74.75;106.79;viskit;Skotlanti;;58.6;330.0
951727;Kilchoman Machir Bay Single Malt;Kilchoman Distillery;0,7 l;69.8;99.71;viskit;Skotlanti;;46.0;250.0
935441;Kilchoman PX Sherry Cask Matured 2021 Edition Single Malt;Kilchoman;0,7 l;89.99;128.56;viskit;Skotlanti;;47.3;270.0
135097;Kilchoman Sanaig;Kilchoman Distillery;0,7 l;71.98;102.83;viskit;Skotlanti;;46.0;250.0
163297;Kolme Leijonaa Savu muovipullo;Altia;0,7 l;23.48;33.26;viskit;Skotlanti;;40.0;220.0
112096;Kolme Leijonaa muovipullo;Altia;0,5 l;17.98;35.56;viskit;Skotlanti;;40.0;220.0
112074;Kolme Leijonaa muovipullo;Altia;0,35 l;12.98;36.8;viskit;Skotlanti;;40.0;220.0
112097;Kolme Leijonaa muovipullo;Altia;0,7 l;23.39;33.13;viskit;Skotlanti;;40.0;220.0
906547;Label 5;First Blending Company;0,7 l;22.89;32.56;viskit;Skotlanti;;40.0;220.0
117336;Label 5;First Blending Company;0,5 l;16.79;33.38;viskit;Skotlanti;;40.0;220.0
117333;Label 5;First Blending Company;0,2 l;7.59;37.45;viskit;Skotlanti;;40.0;220.0
117338;Label 5;First Blending Company;1,5 l;47.98;31.99;viskit;Skotlanti;;40.0;220.0
158297;Label 5 Bourbon Barrel Single Grain;First Blending Company;0,7 l;24.49;34.84;viskit;Skotlanti;;40.0;220.0
920176;Label 5 muovipullo;First Blending Company;0,5 l;16.38;32.76;viskit;Skotlanti;;40.0;220.0
921522;Lagavulin 12 Year Old Special Release 2020 Single Malt;Lagavulin Distillery;0,7 l;189.99;271.41;viskit;Skotlanti;;56.4;310.0
119707;Lagavulin 16 Year Old Single Malt;Lagavulin Distillery;0,7 l;91.88;131.11;viskit;Skotlanti;;43.0;240.0
936608;Lagavulin 8 Year Old Single Malt;Lagavulin Distillery;0,7 l;77.9;111.14;viskit;Skotlanti;;48.0;270.0
1465;Laphroaig 10 Year Old Single Malt;D. Johnston & Co;0,7 l;54.99;78.41;viskit;Skotlanti;;40.0;220.0
104887;Laphroaig Lore Single Malt;Laphroaig Distillery;0,7 l;99.99;142.7;viskit;Skotlanti;;48.0;270.0
133727;Laphroaig Quarter Cask Single Malt;D. Johnston & Co;0,7 l;60.75;86.64;viskit;Skotlanti;;48.0;270.0
1403;Lauder's;Archibald Lauder;0,7 l;25.5;36.29;viskit;Skotlanti;;40.0;220.0
190511;Ledaig 10 Year Old Single Malt;Leidag;0,05 l;4.99;99.8;viskit;Skotlanti;;46.3;250.0
182277;Ledaig 10 Year Old Single Malt;Tobermory Distillery;0,7 l;54.98;78.4;viskit;Skotlanti;;46.3;250.0
170547;Loch Lomond 18 Year Old Single Malt;Loch Lomond;0,7 l;80.99;115.7;viskit;Skotlanti;;46.0;250.0
905055;Loch Lomond SMWS Single Cask 434 Single Malt;Loch Lomond Group;0,7 l;124.99;178.56;viskit;Skotlanti;;49.8;280.0
1357;Long John;Long John;0,7 l;21.48;30.54;viskit;Skotlanti;;40.0;220.0
148277;Longmorn 16 Years Old Single Malt;Longmorn;0,7 l;98.98;141.4;viskit;Skotlanti;;48.0;270.0
929513;Longmorn 18 Year Old Single Malt;Longmorn Distillery;0,7 l;119.99;171.27;viskit;Skotlanti;;48.0;270.0
1327;Mackinlay's Original;Charles Mackinlay;0,7 l;26.98;38.4;viskit;Skotlanti;;40.0;220.0
902445;Miltonduff 15 Year Old Single Malt;Miltonduff Distillery;0,7 l;39.99;56.99;viskit;Skotlanti;;40.0;220.0
947337;Monkey Shoulder Blended Malt;William Grant & Sons;0,7 l;39.99;57.13;viskit;Skotlanti;;40.0;220.0
956002;Mortlach 21 Year Old Special Release 2020 Single Malt;Mortlach Distillery;0,7 l;899.99;1285.7;viskit;Skotlanti;;56.9;310.0
900856;Mortlach Rare Old Single Malt;Mortlach Distillery;0,5 l;90.84;181.68;viskit;Skotlanti;;43.4;240.0
171477;Mossburn Glen Spey 2008 Single Malt;Mossburn Distillers;0,7 l;79.99;114.13;viskit;Skotlanti;;55.9;310.0
176447;Mossburn Glentauchers 2008 Single Malt;Mossburn Distillers & Blenders;0,7 l;69.9;99.86;viskit;Skotlanti;;46.0;250.0
107447;Mossburn North British 2003 Single Grain;Mossburn Distillers;0,7 l;66.95;95.5;viskit;Skotlanti;;46.0;250.0
150187;Mossburn Speyside Blended Malt;Mossburn;0,7 l;39.99;56.99;viskit;Skotlanti;;46.0;250.0
111947;Naked Malt;Matthew Gloag & Son;0,7 l;36.99;52.7;viskit;Skotlanti;;40.0;220.0
906087;Oban 14 Year Old Single Malt;Oban Distillery;0,7 l;77.5;110.71;viskit;Skotlanti;;43.0;240.0
912565;Octomore 10 Year Old Single Malt;Bruichladdich Distillery;0,7 l;209.9;299.86;viskit;Skotlanti;;54.3;300.0
907552;Octomore 10.1 Single Malt;Bruichladdich Distillery;0,7 l;162.9;232.71;viskit;Skotlanti;;59.8;340.0
943835;Octomore 10.3 Single Malt;Bruichladdich Distillery;0,7 l;259.9;371.29;viskit;Skotlanti;;61.3;340.0
900384;Octomore 10.4 Single Malt;Bruichladdich Distillery;0,7 l;204.99;292.84;viskit;Skotlanti;;63.5;350.0
135557;Octomore 11.1 Single Malt;Bruichladdich Distillery;0,7 l;162.9;232.71;viskit;Skotlanti;;59.4;330.0
901052;Octomore 12.1 Single Malt;Bruichladdich Distillery;0,7 l;162.99;232.84;viskit;Skotlanti;;59.9;340.0
928966;Octomore 12.2 Single Malt;Bruichladdich Distillery;0,7 l;165.89;236.99;viskit;Skotlanti;;57.3;310.0
904151;Octomore 12.3 Single Malt;Bruichladdich Distillery;0,7 l;225.0;321.43;viskit;Skotlanti;;62.1;350.0
183354;Old Pulteney 12 Year Old Single Malt;Old Pulteney Distillery;0,35 l;26.39;75.11;viskit;Skotlanti;;40.0;220.0
922227;Old Pulteney 12 Year Old Single Malt;Old Pulteney;0,7 l;50.69;72.27;viskit;Skotlanti;;40.0;220.0
955223;Old Pulteney Huddart Single Malt;Old Pulteney Distillery;0,7 l;58.79;83.99;viskit;Skotlanti;;46.0;250.0
162227;Port Charlotte 10 Year Old Single Malt;Bruichladdich Distillery;0,7 l;77.98;111.26;viskit;Skotlanti;;50.0;280.0
935187;Royal Salute 21 Year Old Signature Blend keraaminen pullo;Chivas Brothers;0,7 l;142.59;203.7;viskit;Skotlanti;;40.0;220.0
931933;Royal Salute 38yo Stone of Destiny;Chivas Brothers;0,5 l;699.98;1399.96;viskit;Skotlanti;;40.0;220.0
941936;Scallywag;Douglas Laing Company;0,7 l;59.99;85.7;viskit;Skotlanti;;46.0;250.0
916631;Scapa Glansa The Orcadian Single Malt;Scapa Distillery;0,7 l;68.49;97.84;viskit;Skotlanti;;40.0;220.0
915741;Scarabus Single Malt;Hunter Laing;0,7 l;65.6;93.71;viskit;Skotlanti;;46.0;250.0
159028;Scottish Leader;Distell International;1 l;32.98;32.88;viskit;Skotlanti;;40.0;220.0
128626;Scottish Leader muovipullo;Distell International;0,5 l;17.39;34.78;viskit;Skotlanti;;40.0;220.0
959233;Sir Edward's Beer Reserve;Bardinet;0,7 l;22.99;32.7;viskit;Skotlanti;;40.0;220.0
934087;Sir Edward's Smoky;Bardinet;0,7 l;22.99;32.7;viskit;Skotlanti;;40.0;220.0
931948;Smokehead High Voltage Single Malt;Ian Macleod Distillers;0,7 l;74.99;107.13;viskit;Skotlanti;;58.0;330.0
900335;Smokehead Rum Rebel Single Malt;Ian Macleod Distillers;0,7 l;69.99;99.99;viskit;Skotlanti;;46.0;250.0
949361;Smokehead Sherry Bomb Islay Single Malt;Ian MacLeod;0,7 l;79.99;114.27;viskit;Skotlanti;;48.0;270.0
953211;Smokehead Single Malt;Ian Macleod Distillers Ltd.;0,7 l;54.99;78.56;viskit;Skotlanti;;43.0;240.0
926844;Smoky Scot Islay Single Malt;Aceo;0,7 l;49.99;71.27;viskit;Skotlanti;;46.0;250.0
1411;Speyburn 10 Year Old Single Malt;Speyburn Distillery;0,7 l;46.89;66.84;viskit;Skotlanti;;40.0;220.0
908327;Speyburn Bradan Orach Single Malt;The Speyburn Distillery;0,7 l;41.98;59.97;viskit;Skotlanti;;40.0;220.0
114263;Talisker 10 Year Old Single Malt;Talisker Distillery;0,2 l;19.44;96.7;viskit;Skotlanti;;45.8;250.0
1426;Talisker 10 Year Old Single Malt;Talisker Distillery;0,7 l;53.99;76.99;viskit;Skotlanti;;45.8;250.0
949301;Talisker 8 Year Old Special Release 2020 Single Malt;Talisker Distillery;0,7 l;159.98;228.54;viskit;Skotlanti;;57.9;330.0
175817;Talisker Storm Single Malt;Talisker;0,7 l;49.99;71.27;viskit;Skotlanti;;45.8;250.0
943366;Talisker The Distiller's Edition 2017 Single Malt 2017;Talisker Distillery;0,7 l;86.82;124.03;viskit;Skotlanti;2017.0;45.8;250.0
921008;Tamdhu 12 Year Old Single Malt;Tamdhu Distillery;0,7 l;69.79;99.7;viskit;Skotlanti;;43.0;240.0
912781;Tamdhu 15 Year Old Single Malt;Tamdhu Distillery;0,7 l;109.95;157.07;viskit;Skotlanti;;46.0;250.0
159367;Tamnavulin Sherry Cask Single Malt;Tamnavulin;0,7 l;34.98;49.83;viskit;Skotlanti;;40.0;220.0
1407;Teacher's Highland Cream;Teacher;0,7 l;25.5;36.29;viskit;Skotlanti;;40.0;220.0
142713;That Boutique-y Whisky Company Williamson 6 Year Old Single Malt;ATOM;0,2 l;40.17;200.85;viskit;Skotlanti;;46.0;250.0
135437;The Ardmore Legacy Single Malt;Ardmore;0,7 l;38.5;54.86;viskit;Skotlanti;;40.0;220.0
951466;The Arran Machrie Moor Cask Strength Single Malt;Arran Distilleries;0,7 l;69.73;99.61;viskit;Skotlanti;;56.2;310.0
945848;The Arran Sherry Cask Single Malt;Isle of Arran Distillers;0,7 l;77.77;111.1;viskit;Skotlanti;;55.8;310.0
947145;The Balvenie 12 Year Old Sweet Toast of American Oak Single Malt;The Balvenie DIstillery;0,7 l;74.99;107.13;viskit;Skotlanti;;43.0;240.0
117557;The Balvenie DoubleWood 12 Year Old Single Malt;The Balvenie Distillery;0,7 l;71.5;102.0;viskit;Skotlanti;;40.0;220.0
907104;The Balvenie DoubleWood 17 Year Old Single Malt;William Grant & Sons;0,7 l;99.98;142.83;viskit;Skotlanti;;43.0;240.0
152367;The Balvenie Portwood 21 Year Old  Single Malt;William Grant & Sons;0,7 l;219.99;314.27;viskit;Skotlanti;;40.0;220.0
924288;The BenRiach 10 Year Old Single Malt;BenRiach Distillery;0,7 l;64.98;92.83;viskit;Skotlanti;;43.0;240.0
948423;The BenRiach 10 Year Old Smoky Ten Single Malt;BenRiach Distillery;0,7 l;66.98;95.69;viskit;Skotlanti;;46.0;250.0
919453;The BenRiach 12 Year Old Smoky Twelve Single Malt;BenRiach Distillery;0,7 l;71.98;102.83;viskit;Skotlanti;;46.0;250.0
917396;The BenRiach Cask Edition 8562 2009 Single Malt 2009;BenRiach Distillery;0,7 l;109.98;157.11;viskit;Skotlanti;2009.0;58.9;330.0
954724;The BenRiach Sherry Wood Matured 12 Year Old Single Malt;Brown-Forman;0,7 l;71.98;102.83;viskit;Skotlanti;;46.0;250.0
923983;The BenRiach Smoke Season Single Malt;BenRiach Distillery;0,7 l;89.98;128.54;viskit;Skotlanti;;52.8;290.0
929923;The Benriach 21 Year Old Single Malt;BenRiach Distillery;0,7 l;169.98;242.83;viskit;Skotlanti;;46.0;250.0
1297;The Claymore;Ferguson;0,7 l;21.98;31.26;viskit;Skotlanti;;40.0;220.0
193037;The Dalmore 12 Year Old Single Malt;Dalmore Distillery;0,7 l;64.99;92.7;viskit;Skotlanti;;40.0;220.0
955537;The Dalmore 15 Year Old Single Malt;Dalmore Distillery, Whyte & Mackay;0,7 l;92.98;132.83;viskit;Skotlanti;;40.0;220.0
911907;The Dalmore King Alexander III Single Malt;Dalmore Distillery, Whyte & Mackay;0,7 l;214.98;307.11;viskit;Skotlanti;;40.0;220.0
958916;The Epicurean Blended Malt;Douglas Laing Company;0,7 l;49.8;71.14;viskit;Skotlanti;;46.2;250.0
1377;The Famous Grouse;Matthew Gloag;0,7 l;29.9;42.57;viskit;Skotlanti;;40.0;220.0
113774;The Famous Grouse;Matthew Gloag;0,35 l;17.15;48.71;viskit;Skotlanti;;40.0;220.0
953188;The Famous Grouse;Matthew Gloag;4,5 l;197.0;43.78;viskit;Skotlanti;;40.0;220.0
906011;The Famous Grouse;Matthew Gloag;0,05 l;3.32;66.4;viskit;Skotlanti;;40.0;220.0
905558;The Famous Grouse Bourbon Cask;Matthew Gloag;0,7 l;33.58;47.97;viskit;Skotlanti;;40.0;220.0
906242;The Famous Grouse Ruby Cask;Matthew Gloag;0,7 l;33.58;47.97;viskit;Skotlanti;;40.0;220.0
920717;The Famous Grouse Smoky Black;Matthew Gloag;0,7 l;30.98;44.11;viskit;Skotlanti;;40.0;220.0
146026;The Famous Grouse Smoky Black muovipullo;Matthew Gloag;0,5 l;19.99;39.98;viskit;Skotlanti;;40.0;220.0
918661;The Famous Grouse Winter Reserve;Matthew Gloag;0,7 l;33.58;47.97;viskit;Skotlanti;;40.0;220.0
113776;The Famous Grouse muovipullo;Matthew Gloag & Son;0,5 l;20.98;41.96;viskit;Skotlanti;;40.0;220.0
143346;The Famous Grouse muovipullo;Matthew Gloag & Son;0,5 l;20.97;41.54;viskit;Skotlanti;;40.0;220.0
170707;The Girvan Patent Still No.4 Apps Single Grain;William Grant & Sons;0,7 l;52.99;75.7;viskit;Skotlanti;;42.0;230.0
905597;The GlenDronach 12 Year Old Single Malt;Glendronach Distillery;0,7 l;60.99;87.13;viskit;Skotlanti;;43.0;240.0
166627;The GlenDronach Cask Strength Batch 9 Single Malt;The GlenDronach Distillery;0,7 l;100.71;143.87;viskit;Skotlanti;;59.4;340.0
948638;The GlenDronach Port Wood Single Malt;The GlenDronach Distillery;0,7 l;79.99;114.27;viskit;Skotlanti;;46.0;250.0
925964;The GlenDronach Revival 15 Single Malt;The GlenDronach Distillery;0,7 l;86.99;124.27;viskit;Skotlanti;;46.0;250.0
930472;The Glenlee;Aceo;0,7 l;25.98;36.97;viskit;Skotlanti;;40.0;220.0
114457;The Glenlivet 12 Year Old Single Malt;The Glenlivet Distillery;0,7 l;47.98;68.4;viskit;Skotlanti;;40.0;220.0
919851;The Glenlivet 12 Year Old Single Malt;The Glenlivet Distillery;0,05 l;4.92;98.4;viskit;Skotlanti;;40.0;220.0
931926;The Glenlivet 12 Year Old Single Malt 12-pack;The Glenlivet Distillery;0,6 l;59.05;98.42;viskit;Skotlanti;;40.0;220.0
921482;The Glenlivet 18 Year Old Single Malt;The Glenlivet Distillery;0,7 l;96.98;138.4;viskit;Skotlanti;;40.0;220.0
915355;The Glenlivet Archive 21 Year Old Single Malt;The Glenlivet Distillery;0,7 l;201.0;287.14;viskit;Skotlanti;;43.0;240.0
136817;The Glenlivet Founder's Reserve Single Malt;The Glenlivet Distillery;0,7 l;37.98;54.11;viskit;Skotlanti;;40.0;220.0
932257;The Glenlivet French Oak 15 Year Old Single Malt;The Glenlivet Distillery;0,7 l;67.49;96.27;viskit;Skotlanti;;40.0;220.0
946287;The Glenlivet Nàdurra Peated Whisky Cask Finish Single Malt;The Glenlivet Distillery;0,7 l;69.98;99.97;viskit;Skotlanti;;62.0;350.0
139917;The Glenrothes 12 Year Old Single Malt;The Glenrothes Distillery;0,7 l;52.75;75.36;viskit;Skotlanti;;40.0;220.0
912998;The Glenrothes 18 Year Old Single Malt;The Glenrothes Distillery;0,7 l;144.99;207.13;viskit;Skotlanti;;43.0;240.0
912344;The Glenrothes Whisky Maker's Cut Single Malt;The Glenrothes Distillery;0,7 l;79.97;114.24;viskit;Skotlanti;;48.8;270.0
180517;The Grangestone Rum Cask Finish Single Malt;Quality Spirits International;0,7 l;36.49;51.99;viskit;Skotlanti;;40.0;220.0
140876;The Highland Way muovipullo;Highland Way Whisky Company;0,5 l;17.29;34.18;viskit;Skotlanti;;40.0;220.0
140878;The Highland Way muovipullo;Highland Way Whisky Company;1 l;31.78;31.38;viskit;Skotlanti;;40.0;220.0
936987;The Lost Distillery Lossit Blended Malt;The Lost Distillery;0,7 l;62.45;89.21;viskit;Skotlanti;;43.0;240.0
904792;The Macallan 25 Year Old Single Malt;The Macallan Distillery;0,7 l;1889.99;2699.99;viskit;Skotlanti;;43.0;240.0
957072;The Macallan Classic Cut 2020 Single Malt;The Macallan Distillery;0,7 l;125.98;179.97;viskit;Skotlanti;;55.0;300.0
953956;The Macallan Classic Cut 2021 Single Malt;The Macallan Disitllery;0,7 l;125.99;179.99;viskit;Skotlanti;;51.0;280.0
117957;The Macallan Double Cask 12 Year Old Single Malt;The Macallan Distillery;0,7 l;66.99;95.56;viskit;Skotlanti;;40.0;220.0
140201;The Macallan Double Cask 12 Year Old Single Malt;The Macallan Distillery;0,05 l;7.53;150.6;viskit;Skotlanti;;40.0;220.0
922404;The Macallan Double Cask 15 Year Old Single Malt;The Macallan Distillery;0,7 l;124.98;178.54;viskit;Skotlanti;;43.0;240.0
952442;The Macallan Double Cask 18 Year Old Single Malt;The Macallan Distillery;0,7 l;299.99;428.56;viskit;Skotlanti;;43.0;240.0
904904;The Macallan Estate Single Malt;The Macallan Distillery;0,7 l;219.99;314.27;viskit;Skotlanti;;43.0;240.0
935887;The Macallan M Decanter Single Malt;The Macallan Distillery;0,7 l;5599.99;7999.99;viskit;Skotlanti;;44.0;240.0
