Numero;Nimi;Valmistaja;Pullokoko;Hinta;Litrahinta;Tyyppi;Valmistusmaa;Vuosikerta;Alkoholi-%;Energia kcal/100 ml
945096;Adrianna Vineyard Fortuna Terrae Malbec 2015;Catena Zapata;0,75 l;84.96;113.28;punaviinit;Argentiina;2015.0;14.0;80.0
935635;Adrianna Vineyard River Stones Malbec 2017;Catena Zapata;0,75 l;124.91;166.55;punaviinit;Argentiina;2017.0;13.5;80.0
440567;Alamos Malbec Organic 2020;Alamos;0,75 l;10.99;14.52;punaviinit;Argentiina;2020.0;13.5;80.0
424107;Alamos Tempranillo 2016;Alamos;0,75 l;10.99;14.52;punaviinit;Argentiina;2016.0;12.5;70.0
939055;Altos Las Hormigas Clásico Malbec 2018;Altos Las Hormigas;0,75 l;16.99;22.65;punaviinit;Argentiina;2018.0;13.5;80.0
936741;Altos Las Hormigas Terroir Luján de Cuyo 2017;Altos Las Hormigas;0,75 l;18.9;25.2;punaviinit;Argentiina;2017.0;13.5;80.0
945913;Altos Las Hormigas Terroir Malbec 2016;Altos Las Hormigas;0,75 l;20.98;27.97;punaviinit;Argentiina;2016.0;13.5;80.0
921767;Argento Organic Malbec Reserva 2015;Bodega Argento;0,75 l;14.98;19.84;punaviinit;Argentiina;2015.0;14.0;80.0
402217;Argento Paraje Altamira Organic Malbec 2014;Bodega Argento;0,75 l;30.27;40.36;punaviinit;Argentiina;2014.0;14.0;80.0
941387;Argento Reserva Cabernet Franc 2014;Bodega Argento;0,75 l;14.99;19.99;punaviinit;Argentiina;2014.0;14.0;80.0
451687;Argento Seleccion Malbec 2018;Argento Wine Company;0,75 l;10.48;13.84;punaviinit;Argentiina;2018.0;13.5;80.0
924067;Beefsteak Club Malbec 2019;E. I. Wines;0,75 l;10.99;14.52;punaviinit;Argentiina;2019.0;13.5;80.0
903027;Beefsteak Club Reserve Malbec 2016;Andean Vineyards;0,75 l;24.99;33.32;punaviinit;Argentiina;2016.0;14.5;80.0
956585;Beefsteak Club The Mini Malbec 2019;E I Wines;0,187 l;3.99;21.34;punaviinit;Argentiina;2019.0;13.5;80.0
454597;BenMarco Expresivo 2018;Dominio del Plata;0,75 l;29.99;39.85;punaviinit;Argentiina;2018.0;14.5;80.0
446837;BenMarco Malbec 2018;Dominio del Plata;0,75 l;19.89;26.39;punaviinit;Argentiina;2018.0;14.5;80.0
954657;Bodega Piedra Negra Malbec Alta Coleccion 2019;Bodega Piedra Negra;0,75 l;12.9;17.07;punaviinit;Argentiina;2019.0;14.0;80.0
430097;Bodega Piedra Negra Merlot Reserve 2015;Bodega Piedra Negra;0,75 l;13.69;18.12;punaviinit;Argentiina;2015.0;14.5;80.0
935176;Bodega Vistalba Arido Malbec 2017;Bodega Vistalba;0,75 l;14.7;19.6;punaviinit;Argentiina;2017.0;14.5;80.0
4551;Caballo de Mendoza;Altia;0,75 l;7.99;10.52;punaviinit;Argentiina;;14.0;80.0
487307;Cameleon Organic Cabernet Sauvignon 2020;Domaine Bousquet;0,75 l;10.99;14.52;punaviinit;Argentiina;2020.0;14.0;80.0
931718;Caro 2015;Bodegas Caro;0,75 l;54.98;73.31;punaviinit;Argentiina;2015.0;14.0;80.0
411547;Carrascal Cabernet Sauvignon Malbec Organic 2020;Bodega Y Cavas de Weinert;0,75 l;11.99;15.85;punaviinit;Argentiina;2020.0;14.5;80.0
930018;Catena Alta Cabernet Sauvignon 2017;Catena Zapata;0,75 l;39.98;53.17;punaviinit;Argentiina;2017.0;13.5;80.0
438717;Catena Cabernet Sauvignon 2015;Catena Zapata;0,75 l;15.98;21.17;punaviinit;Argentiina;2015.0;13.0;70.0
906487;Catena Malbec 2017;Bodega Catena Zapata;0,75 l;18.98;25.31;punaviinit;Argentiina;2017.0;13.5;80.0
914694;Catena Nicasia Vineyard Malbec 2015;Catena Zapata;0,75 l;59.99;79.99;punaviinit;Argentiina;2015.0;14.0;80.0
496077;Chakana Nuna Tetrada 2019;Chakana;0,75 l;15.99;21.19;punaviinit;Argentiina;2019.0;14.0;80.0
480037;Chakana Nuna Vineyard Cabernet Franc 2019;Proviva;0,75 l;14.98;19.84;punaviinit;Argentiina;2019.0;13.5;80.0
410098;Chill Out Malbec Organic Argentina 2020 muovipullo;Altia;1 l;13.28;12.88;punaviinit;Argentiina;2020.0;13.0;70.0
923877;Comuna Malbec 2017;Bodega Argento;0,75 l;9.98;13.17;punaviinit;Argentiina;2017.0;12.5;70.0
448847;Domaine Bousquet Ameri Single Vineyard 2015;Domaine Bousquet;0,75 l;32.9;43.73;punaviinit;Argentiina;2015.0;14.5;80.0
422587;Domaine Bousquet Gaia Organic 2017;Domaine Bousquet;0,75 l;13.69;18.12;punaviinit;Argentiina;2017.0;14.5;80.0
450517;Domaine Bousquet Reserve Organic Malbec 2020 lahjapakkaus;Domaine Bousquet;0,75 l;15.98;21.17;punaviinit;Argentiina;2020.0;14.5;80.0
466657;Domaine Bousquet Virgen Organic Malbec 2020;Domaine Bousquet;0,75 l;13.99;18.52;punaviinit;Argentiina;2020.0;14.5;80.0
955194;Doña Paula Estate Malbec 2020;Viña Doña Paula;0,75 l;16.99;22.65;punaviinit;Argentiina;2020.0;14.5;80.0
405507;Doña Paula Syrah 2016;Viña Doña Paula;0,75 l;10.99;14.52;punaviinit;Argentiina;2016.0;13.5;80.0
955287;Elsa Bianchi Malbec 2018;Valentin Bianchi;0,75 l;10.11;13.35;punaviinit;Argentiina;2018.0;13.5;80.0
901277;Emma Zuccardi Bonarda 2018;Familia Zuccardi;0,75 l;29.98;39.97;punaviinit;Argentiina;2018.0;13.5;80.0
403627;Episode Crime Bonarda Syrah Tannat 2021;Altia;0,75 l;9.98;13.17;punaviinit;Argentiina;2021.0;13.0;80.0
456707;Famiglia Bianchi Malbec 2019;Valentin Bianchi;0,75 l;12.9;17.07;punaviinit;Argentiina;2019.0;14.5;80.0
6504;Finca Flichman Caballero de la Cepa Cabernet Sauvignon 2015;Finca Flichman;0,75 l;9.77;12.89;punaviinit;Argentiina;2015.0;14.0;80.0
6404;Finca Flichman Shiraz Roble 2015;Finca Flichman;0,75 l;9.43;12.44;punaviinit;Argentiina;2015.0;12.5;70.0
902403;Flechas de Los Andes Aguaribay 2018;Flechas de Los Andes;0,75 l;19.93;26.57;punaviinit;Argentiina;2018.0;14.0;80.0
930156;Flechas de Los Andes Gran Corte 2015;Flechas de Los Andes;0,75 l;39.89;53.19;punaviinit;Argentiina;2015.0;14.5;80.0
431787;Fuzion Organic Malbec 2019;Fuzion Wines;0,75 l;9.98;13.17;punaviinit;Argentiina;2019.0;13.5;80.0
458667;Fuzion The Coffee Shop Red Blend 2020;La Agricola;0,75 l;10.99;14.52;punaviinit;Argentiina;2020.0;15.0;90.0
950851;Graffigna Centenario Malbec 2019;VSPT Argentina Wine Group;0,75 l;13.09;17.32;punaviinit;Argentiina;2019.0;13.5;80.0
462537;Gran Mascota Cabernet Sauvignon 2017;Mascota Vineyards;0,75 l;22.99;30.65;punaviinit;Argentiina;2017.0;14.0;80.0
901163;José Zuccardi Malbec 2016;Familia Zuccardi;0,75 l;34.9;46.53;punaviinit;Argentiina;2016.0;14.0;80.0
480007;Kaiken Estate Malbec 2019;Kaiken;0,75 l;10.99;14.52;punaviinit;Argentiina;2019.0;14.0;80.0
495047;La Mascota Dark Bat Syrah 2019;La Mascota;0,75 l;11.99;15.85;punaviinit;Argentiina;2019.0;13.5;80.0
949332;La Mascota Unanime Gran Vino Tinto 2017;La Mascota;0,75 l;24.99;33.32;punaviinit;Argentiina;2017.0;14.5;80.0
460107;Luigi Bosca Cabernet Franc  2015;Bodega Luigi Bosca;0,75 l;20.48;27.17;punaviinit;Argentiina;2015.0;14.0;80.0
430377;Luigi Bosca Cabernet Sauvignon 2018;Luigi Bosca;0,75 l;17.98;23.84;punaviinit;Argentiina;2018.0;14.0;80.0
466907;Luigi Bosca De Sangre Malbec 2019;Bodega Luigi Bosca;0,75 l;20.48;27.17;punaviinit;Argentiina;2019.0;14.5;80.0
910867;Masi Tupungato Passo Doble 2018;Masi Tupungato;0,75 l;14.99;19.99;punaviinit;Argentiina;2018.0;13.5;80.0
422337;Mendel Cabernet Franc 2017;Bodega Mendel;0,75 l;29.5;39.33;punaviinit;Argentiina;2017.0;14.5;80.0
400127;Mendel Malbec 2018;Bodega Mendel;0,75 l;29.5;39.33;punaviinit;Argentiina;2018.0;14.5;80.0
939907;Milamore 2015;Renacer;0,75 l;24.99;33.19;punaviinit;Argentiina;2015.0;13.5;80.0
910697;Navarro Correas Colección Privada Malbec 2019;Bodega Navarro Correas;0,75 l;13.49;17.85;punaviinit;Argentiina;2019.0;13.5;80.0
926727;Navarro Correas Reserve Cabernet Sauvignon 2018;Bodega Navarro Correas;0,75 l;16.68;22.11;punaviinit;Argentiina;2018.0;14.0;80.0
955777;Navarro Correas Reserve Malbec 2018;Bodega Navarro Correas;0,75 l;16.68;22.11;punaviinit;Argentiina;2018.0;14.0;80.0
459867;Nicolas Catena Zapata 2016;Catena Zapata;0,75 l;99.98;133.31;punaviinit;Argentiina;2016.0;13.5;80.0
459657;Nieto Senetiner Malbec 2018;Nieto Senetiner;0,75 l;12.9;17.07;punaviinit;Argentiina;2018.0;13.5;80.0
445147;Norton Barrel Select Cabernet Sauvignon 2020 lahjapakkaus;Bodega Norton;0,75 l;12.48;16.51;punaviinit;Argentiina;2020.0;14.0;80.0
464277;Norton Barrel Select Malbec 2020;Bodega Norton;0,75 l;10.99;14.52;punaviinit;Argentiina;2020.0;14.0;80.0
432417;Norton Privada 2018 lahjapakkaus;Bodega Norton;0,75 l;15.98;21.17;punaviinit;Argentiina;2018.0;14.5;80.0
922217;Norton Reserva Malbec 2018;Bodega Norton;0,75 l;14.98;19.84;punaviinit;Argentiina;2018.0;14.5;80.0
913707;Paula Malbec 2019;Viña Doña Paula;0,75 l;10.99;14.52;punaviinit;Argentiina;2019.0;13.5;80.0
909812;Pedro Del Castillo Red Blend 2018;Bodega y Cavas de Weinert;0,75 l;12.98;17.17;punaviinit;Argentiina;2018.0;13.5;80.0
902485;Poligonos San Pablo Cabernet Franc 2019;Familia Zuccardi;0,75 l;27.99;37.32;punaviinit;Argentiina;2019.0;14.0;80.0
915664;Renacer Milamore 2015;Bodega Renacer;0,375 l;14.98;39.68;punaviinit;Argentiina;2015.0;14.0;80.0
946347;Renacer Punto Final Malbec 2019;Renacer;0,75 l;13.99;18.52;punaviinit;Argentiina;2019.0;14.0;80.0
917645;Renacer Repasso Malbec Blended 2018;Renacer;0,75 l;14.98;19.84;punaviinit;Argentiina;2018.0;14.0;80.0
414647;Ruca Malen Kinien Cabernet Sauvignon 2012;Ruca Malen;0,75 l;25.59;33.99;punaviinit;Argentiina;2012.0;14.1;80.0
437577;Santa Julia Colección Malbec 2018;Santa Julia;0,75 l;8.99;11.85;punaviinit;Argentiina;2018.0;13.5;80.0
905161;Santa Julia El Burro Natural Malbec 2021;Familia Zuccardi;0,75 l;16.99;22.65;punaviinit;Argentiina;2021.0;13.5;80.0
907152;Santa Julia Malbec 2020;Santa Julia;0,187 l;3.59;19.2;punaviinit;Argentiina;2020.0;14.0;80.0
934332;Santa Julia Organic Malbec 2019;Zuccardi;0,75 l;10.98;14.64;punaviinit;Argentiina;2019.0;13.5;80.0
485958;Santa Julia Organic Malbec 2020 kartonkitölkki;Santa Julia;1 l;10.99;10.99;punaviinit;Argentiina;2020.0;13.0;70.0
453727;Santa Julia Pinot Noir Flores Negras 2019;Santa Julia Winery;0,75 l;15.98;21.31;punaviinit;Argentiina;2019.0;13.0;80.0
406077;Septima Tierra Los Chacayes Malbec 2019;Bodega Septima;0,75 l;14.95;19.93;punaviinit;Argentiina;2019.0;15.0;80.0
490777;Susana Balbo Crios Malbec 2019;Susana Balbo;0,75 l;15.98;21.17;punaviinit;Argentiina;2019.0;13.5;80.0
457117;Tension La Ribera Cabernet Sauvignon Cabernet Franc 2019;Santa Julia;0,75 l;14.98;19.84;punaviinit;Argentiina;2019.0;14.5;80.0
490817;Trapiche Malkina Merlot Syrah Tannat 2019;Trapiche;0,75 l;8.99;11.85;punaviinit;Argentiina;2019.0;13.5;80.0
412307;Trapiche Pinot Noir Oak Cask 2019;Trapiche;0,75 l;9.98;13.17;punaviinit;Argentiina;2019.0;13.5;80.0
936057;Trapiche Pure Black Malbec 2019;Bodegas Trapiche;0,75 l;13.48;17.84;punaviinit;Argentiina;2019.0;14.0;80.0
931468;Trapiche Terroir Series Finca Coletto Malbec 2014;Trapiche;0,75 l;29.98;39.97;punaviinit;Argentiina;2014.0;15.0;80.0
928177;Trivento Golden Reserve Malbec 2017;Trivento;0,75 l;16.99;22.52;punaviinit;Argentiina;2017.0;14.5;80.0
475277;Tucumen Cabernet Sauvignon Reserva 2015;Budeguer;0,75 l;15.99;21.19;punaviinit;Argentiina;2015.0;14.0;80.0
401007;Ver Sacrum Garnacha 2018;Ver Sacrum;0,75 l;20.98;27.97;punaviinit;Argentiina;2018.0;13.0;70.0
499857;Ver Sacrum Monastrell 2018;Ver Sacrum;0,75 l;20.98;27.97;punaviinit;Argentiina;2018.0;13.0;70.0
940698;Weinert Carrascal 2017;Bodega y Cavas De Weinert;0,75 l;14.98;19.84;punaviinit;Argentiina;2017.0;14.0;80.0
944577;Zuccardi Concreto Malbec 2019;Familia Zuccardi;0,75 l;29.98;39.97;punaviinit;Argentiina;2019.0;14.0;80.0
909613;Zuccardi Finca Piedra Infinita 2017;Familia Zuccardi;0,75 l;169.99;226.65;punaviinit;Argentiina;2017.0;14.5;80.0
934133;Zuccardi Finca Piedra Infinita Supercal 2017;Familia Zuccardi;0,75 l;199.0;265.33;punaviinit;Argentiina;2017.0;14.0;80.0
431567;Zuccardi Q Cabernet Sauvignon 2014;Familia Zuccardi;0,75 l;18.99;25.19;punaviinit;Argentiina;2014.0;14.5;80.0
948927;Zuccardi Q Malbec 2015;Zuccardi;0,75 l;18.98;25.31;punaviinit;Argentiina;2015.0;14.5;80.0
934397;Zuccardi Serie A Malbec 2016;Zuccardi;0,75 l;13.99;18.65;punaviinit;Argentiina;2016.0;13.0;70.0
915083;Ecologica Reserve Organic Shiraz Malbec 2019;La Riojana;0,75 l;10.48;13.84;punaviinit;Argentiina;2019.0;13.0;80.0
932237;Elsa Bianchi Syrah 2016;Valentin Bianchi;0,75 l;10.11;13.35;punaviinit;Argentiina;2016.0;13.5;80.0
906458;Fair & Square Red 2020 kartonkitölkki;La Riojana;1 l;10.49;10.49;punaviinit;Argentiina;2020.0;13.0;70.0
445337;Finca Las Moras Organico Syrah Cabernet Sauvignon 2019;Finca Las Moras;0,75 l;8.99;11.85;punaviinit;Argentiina;2019.0;13.5;80.0
927447;Kaiken Cabernet Sauvignon 2018;Kaiken;0,75 l;11.99;15.85;punaviinit;Argentiina;2018.0;14.0;80.0
935847;Kaiken Ultra Malbec 2018;Kaiken;0,75 l;19.99;26.52;punaviinit;Argentiina;2018.0;14.5;80.0
924858;La Chaya Cabernet Sauvignon 2019;La Riojana;0,75 l;9.89;13.05;punaviinit;Argentiina;2019.0;13.0;80.0
951667;Raza Selection Malbec Shiraz Organic 2017;La Riojana;0,75 l;13.99;18.52;punaviinit;Argentiina;2017.0;13.0;80.0
944197;Terrazas de los Andes Altos del Plata Malbec 2017;Terrazas de los Andes;0,75 l;15.98;21.17;punaviinit;Argentiina;2017.0;13.5;80.0
911007;Terrazas de los Andes Malbec 2018;Terrazas de los Andes;0,75 l;25.49;33.85;punaviinit;Argentiina;2018.0;14.0;80.0
909007;Tito Zuccardi Paraje Altamira 2019;Familia Zuccardi;0,75 l;29.98;39.97;punaviinit;Argentiina;2019.0;14.0;80.0
413868;Trapiche Zaphy Organic Red Blend 2020 kartonkitölkki;Trapiche;1 l;9.98;9.98;punaviinit;Argentiina;2020.0;13.5;80.0
478937;Mastermind Pinot Noir 2017;Urban Beverages;0,75 l;10.29;13.59;punaviinit;Argentiina;2017.0;14.5;80.0
490857;Altaland Cabernet Sauvignon 2016;Altaland;0,75 l;14.49;19.19;punaviinit;Argentiina;2016.0;14.0;80.0
417017;Bodega Rolland San Pedro de Yacochuya 2017;Bodega Rolland;0,75 l;23.83;31.77;punaviinit;Argentiina;2017.0;15.0;80.0
498657;Don David Malbec Reserve 2019 lahjapakkaus;Michel Torino;0,75 l;12.98;17.17;punaviinit;Argentiina;2019.0;14.0;80.0
952897;El Esteco Altimus 2012;El Esteco;0,75 l;37.98;50.64;punaviinit;Argentiina;2012.0;15.0;80.0
903248;El Esteco Chañar Punco 2014;El Esteco;0,75 l;51.99;69.32;punaviinit;Argentiina;2014.0;14.5;80.0
478137;Michel Torino Cuma Organic Malbec 2020;Bodega El Esteco;0,75 l;9.98;13.17;punaviinit;Argentiina;2020.0;13.5;80.0
459174;Finca Las Moras Barrel Select Malbec 2020;Finca Las Moras;0,375 l;5.78;15.15;punaviinit;Argentiina;2020.0;13.5;80.0
432277;Finca Las Moras Black Label Malbec 2019;Finca Las Moras;0,75 l;13.99;18.52;punaviinit;Argentiina;2019.0;14.0;80.0
418387;Los Intocables Black Malbec 2019 lahjapakkaus;Finca Las Moras;0,75 l;14.98;19.84;punaviinit;Argentiina;2019.0;13.5;80.0
936737;Love Cabernet Sauvignon;Finca Las Moras;0,75 l;10.99;14.52;punaviinit;Argentiina;;13.5;80.0
410817;Lunaris Malbec Syrah 2020;Bodegas Callia;0,75 l;10.1;13.33;punaviinit;Argentiina;2020.0;13.5;80.0
919387;Tussock Jumper Malbec 2020;Tussock Jumper;0,75 l;13.29;17.72;punaviinit;Argentiina;2020.0;13.0;80.0
422497;Caro 2015;Bodegas Caro;0,75 l;54.99;73.32;punaviinit;Argentiina;2015.0;14.0;80.0
426577;Catena Zapata Malbec Argentino 2019;Catena Zapata;0,75 l;85.0;113.33;punaviinit;Argentiina;2019.0;14.0;80.0
448827;Trapiche Extravaganza Red Blend 2019;Trapiche;0,75 l;11.99;15.85;punaviinit;Argentiina;2019.0;13.0;80.0
933627;19 Crimes Red wine 2020;19 Crimes;0,75 l;13.69;18.12;punaviinit;Australia;2020.0;13.5;80.0
428587;19 Crimes The Uprising 2020;19 Crimes;0,75 l;14.68;19.44;punaviinit;Australia;2020.0;14.0;80.0
402767;Baron Von Nemesis Shiraz 2019;Zonte's Footsteps;0,75 l;18.63;24.71;punaviinit;Australia;2019.0;14.5;80.0
474728;Camden Park Shiraz Petit Verdot Cabernet Sauvignon 2020 kartonkitölkki;Origin Global Distribution;1 l;10.99;10.99;punaviinit;Australia;2020.0;14.0;80.0
913835;D'Arenberg The Bonsai Vine 2017;D'Arenberg;0,75 l;21.9;29.07;punaviinit;Australia;2017.0;14.5;80.0
481177;D'Arenberg The Bonsai Vine 2017;D'Arenberg;0,75 l;22.72;30.16;punaviinit;Australia;2017.0;14.5;80.0
470467;D'Arenberg The Love Grass Shiraz 2018;D'Arenberg;0,75 l;15.98;21.17;punaviinit;Australia;2018.0;14.5;80.0
466507;D'Arenberg The Stump Jump GSM 2017;D'Arenberg;0,75 l;11.49;15.19;punaviinit;Australia;2017.0;14.5;80.0
920157;First Drop Full Fat Red 2015;First Drop;0,75 l;16.99;22.65;punaviinit;Australia;2015.0;14.5;80.0
922154;Gulfstream Cabernet Sauvignon Shiraz 2018;Château Tanunda;0,75 l;19.99;26.65;punaviinit;Australia;2018.0;14.5;80.0
488837;Hand Crafted by Geoff Hardy Shiraz 2018;Geoff Hardy Wines;0,75 l;16.25;21.53;punaviinit;Australia;2018.0;14.5;80.0
910137;Hardys Brave New World Black Shiraz 2019 lahjapakkaus;Thomas Hardy & Sons;0,75 l;14.98;19.84;punaviinit;Australia;2019.0;13.5;80.0
943592;Henschke Giles Pinot Noir 2016;Henschke;0,75 l;49.43;65.91;punaviinit;Australia;2016.0;13.5;80.0
439977;Henschke Hill of Grace 2007;Henschke Cellars;0,75 l;674.99;899.99;punaviinit;Australia;2007.0;13.0;70.0
448047;Hewitson Baby Bush Mourvèdre 2016;Hewitson;0,75 l;15.99;21.19;punaviinit;Australia;2016.0;14.0;80.0
476347;Hewitson Le Secateur 2019;Hewitson;0,75 l;17.99;23.85;punaviinit;Australia;2019.0;14.0;80.0
469367;Hewitson Miss Harry 2018;Hewitson;0,75 l;15.98;21.17;punaviinit;Australia;2018.0;14.0;80.0
494507;Hewitson Ned & Henry's Shiraz 2015;Hewitson;0,75 l;20.9;27.73;punaviinit;Australia;2015.0;14.0;80.0
487837;Hugh Hamilton The Villain Cabernet Sauvignon 2019 lahjapakkaus;Hugh Hamilton Wines;0,75 l;21.04;27.92;punaviinit;Australia;2019.0;14.5;80.0
495437;Jam Shed Shiraz 2020;Accolade Wines;0,75 l;9.98;13.17;punaviinit;Australia;2020.0;13.5;80.0
447157;Jim Barry The Lodge Hill Shiraz 2017;Jim Barry Wines;0,75 l;17.98;23.84;punaviinit;Australia;2017.0;14.0;80.0
418747;Kaesler Avignon 2017;Kaesler;0,75 l;24.7;32.8;punaviinit;Australia;2017.0;15.0;80.0
465207;Kalleske Eduard Old Vineyards Shiraz 2018;Kalleske Wines;0,75 l;69.98;93.31;punaviinit;Australia;2018.0;14.5;80.0
496367;Kalleske Greenock Shiraz 2018;Kalleske;0,75 l;28.85;38.33;punaviinit;Australia;2018.0;14.5;80.0
487807;Kalleske Johann Georg Single Vineyard Shiraz 2018;Kalleske Wines;0,75 l;119.98;159.97;punaviinit;Australia;2018.0;14.5;80.0
499167;Kalleske Old Vine Single Vineyard Grenache 2019;Kalleske Wines;0,75 l;39.95;53.27;punaviinit;Australia;2019.0;15.0;80.0
473317;Kalleske Zeitgeist Shiraz 2021;Kalleske;0,75 l;21.86;29.01;punaviinit;Australia;2021.0;14.5;80.0
459627;Kilikanoon Attunga 1865 Clare Valley Shiraz 2009;Kilikanoon Wines;0,75 l;201.2;268.27;punaviinit;Australia;2009.0;14.5;80.0
928286;Kings of Prohibition Shiraz;Calabria Family Wines;0,75 l;15.98;21.31;punaviinit;Australia;;13.5;80.0
456157;Leconfield Cabernet Sauvignon 2018;Leconfield;0,75 l;19.98;26.51;punaviinit;Australia;2018.0;14.5;80.0
919572;Lindeman's Cawarra Shiraz Cabernet 2019;Lindeman's Wines;0,187 l;3.48;18.07;punaviinit;Australia;2019.0;13.5;80.0
425657;McGuigan Bin 3000 Merlot 2017;McGuigan Wines;0,75 l;9.48;12.51;punaviinit;Australia;2017.0;13.0;80.0
920461;Mo Sisters Red Blend 2016;Mo Sisters Wines;0,75 l;12.89;17.19;punaviinit;Australia;2016.0;13.5;80.0
902117;Most Wanted Shiraz 2019;Off-Piste;0,75 l;11.99;15.85;punaviinit;Australia;2019.0;13.0;70.0
949147;Nepenthe Altitude Shiraz 2017;Nepenthe Wines;0,75 l;18.98;25.31;punaviinit;Australia;2017.0;14.5;80.0
923495;Nugan McLaren Parish Vineyard Shiraz 2018;Nugan Estate;0,75 l;22.98;30.51;punaviinit;Australia;2018.0;14.5;80.0
426457;Patritti Merlot 2017;Patritti;0,75 l;17.48;23.17;punaviinit;Australia;2017.0;14.0;80.0
930141;Paxton Now Organic Shiraz 2020;Paxton Wines;0,75 l;18.5;24.53;punaviinit;Australia;2020.0;14.0;80.0
919848;Penfolds BIN 23 Pinot Noir 2018;Penfolds;0,75 l;49.49;65.85;punaviinit;Australia;2018.0;14.0;80.0
430577;Penfolds Bin 128 Coonawarra Shiraz 2018;Penfolds;0,75 l;49.5;66.0;punaviinit;Australia;2018.0;14.5;80.0
427047;Penfolds Bin 128 Coonawarra Shiraz 2019;Penfolds Wines;0,75 l;49.5;66.0;punaviinit;Australia;2019.0;14.5;80.0
956912;Penfolds Bin 128 Shiraz 2018;Penfolds;0,75 l;49.5;66.0;punaviinit;Australia;2018.0;14.5;80.0
943976;Penfolds Bin 138 Shiraz Grenance Mataro 2019;Penfolds;0,75 l;49.49;65.85;punaviinit;Australia;2019.0;14.5;80.0
950625;Penfolds Bin 150 Marananga Shiraz 2019;Penfolds;0,75 l;79.9;106.53;punaviinit;Australia;2019.0;14.5;80.0
454747;Penfolds Bin 389 Cabernet Shiraz 2018;Penfolds;0,75 l;79.9;106.4;punaviinit;Australia;2018.0;14.5;80.0
906338;Penfolds Bin 389 Cabernet Shiraz 2019;Penfolds;0,75 l;79.9;106.53;punaviinit;Australia;2019.0;14.5;80.0
915723;Penfolds Bin 407 Cabernet Sauvignon 2018;Penfolds;0,75 l;79.9;106.53;punaviinit;Australia;2018.0;14.5;80.0
933083;Penfolds Bin 407 Cabernet Sauvignon 2019;Penfolds;0,75 l;79.9;106.53;punaviinit;Australia;2019.0;14.5;80.0
900513;Penfolds Bin 707 Cabernet Sauvignon 2019;Penfolds;0,75 l;549.7;732.93;punaviinit;Australia;2019.0;14.5;80.0
909045;Penfolds Grange 2016;Penfolds;0,75 l;719.9;959.87;punaviinit;Australia;2016.0;14.5;80.0
481477;Penfolds Grange 2017;Penfolds Wines;0,75 l;719.9;959.87;punaviinit;Australia;2017.0;14.5;80.0
455607;Penfolds Kalimna Bin 28 Shiraz 2018;Penfolds;0,75 l;39.98;53.17;punaviinit;Australia;2018.0;14.5;80.0
463864;Penfolds Koonunga Hill Shiraz Cabernet 2018;Penfolds;0,375 l;9.1;24.0;punaviinit;Australia;2018.0;14.5;80.0
6386;Penfolds Koonunga Hill Shiraz Cabernet 2019;Penfolds;0,75 l;15.98;21.17;punaviinit;Australia;2019.0;14.5;80.0
430267;Penfolds Magill Estate Shiraz 2018;Penfolds;0,75 l;174.91;233.21;punaviinit;Australia;2018.0;14.5;80.0
916678;Penfolds Max's Shiraz 2018;Penfolds;0,75 l;29.98;39.97;punaviinit;Australia;2018.0;14.5;80.0
443207;Penfolds RWT BIN 798 Shiraz 2019;Penfolds Wines;0,75 l;169.89;226.52;punaviinit;Australia;2019.0;14.5;80.0
954331;Penfolds RWT Bin 798 2018;Penfolds;0,75 l;169.98;226.64;punaviinit;Australia;2018.0;14.5;80.0
925366;Penfolds St Henri Shiraz 2018;Penfolds;0,75 l;124.59;166.12;punaviinit;Australia;2018.0;14.5;80.0
929838;Penley Estate Atlas Shiraz 2017;Penley Estate;0,75 l;15.5;20.53;punaviinit;Australia;2017.0;14.5;80.0
927476;Penley Estate Phoenix Cabernet Sauvignon 2018;Penley Estate;0,75 l;15.5;20.53;punaviinit;Australia;2018.0;14.0;80.0
915237;Peter Lehmann Layers Red 2020;Peter Lehmann;0,75 l;14.98;19.84;punaviinit;Australia;2020.0;14.5;80.0
442837;Peter Lehmann Portrait Shiraz 2018;Peter Lehmann;0,75 l;14.98;19.84;punaviinit;Australia;2018.0;14.5;80.0
406787;Peter Lehmann The Barossan Shiraz 2018;Peter Lehmann;0,75 l;24.99;33.19;punaviinit;Australia;2018.0;14.5;80.0
410948;Pirkko Shiraz 2019 kartonkitölkki;Astra Wines;1 l;9.99;9.99;punaviinit;Australia;2019.0;14.5;80.0
407057;Richard Hamilton Centurion Shiraz 2018;Richard Hamilton Wines;0,75 l;45.0;60.0;punaviinit;Australia;2018.0;14.5;80.0
497107;Richard Hamilton Colton's GSM 2015;Richard Hamilton Wines;0,75 l;14.69;19.45;punaviinit;Australia;2015.0;14.5;80.0
420524;Sandpiper Barossa Shiraz 2018;Thorn Clarke Wines;0,375 l;9.0;23.73;punaviinit;Australia;2018.0;14.5;80.0
493468;Smooth Escape Shiraz Cabernet 2020 kartonkitölkki;Bevsmart;1 l;9.99;9.99;punaviinit;Australia;2020.0;14.0;80.0
473977;Tempus Two Lighten Up Pinot Noir 2020;Tempus Two Wines;0,75 l;14.99;19.85;punaviinit;Australia;2020.0;7.0;50.0
938297;Tempus Two Shiraz 2017;Australian Vintage;0,75 l;13.99;18.65;punaviinit;Australia;2017.0;13.0;80.0
